song,artist,album,released_date,genre,like,lyrics
World's Smallest Violin,AJR,OK ORCHESTRA,2021.03.26,POP,"50,472","My my my
No no come in
come in come in
My grandpa fought in World War II
He was such a noble dude
I can't even finish school
Miss my mom and left too soon
His dad was a fireman
Who fought fires so violent
I think I bored my therapist
While playing him my violin
Oh my God
That's so insane
Oh my God
That's such a shame
Next to them
my shit don't feel so grand
But I can't help myself
from feeling bad
I kind of feel
like two things can be said
1 2 3 4
The world's smallest violin
Really needs an audience
So if I do not find somebody soon
That's right that's right
I'll blow up in to smithereens
And spew my tiny symphony
Just let me play my violin for
you you you you
My grandpa fought in World War II
When he was such a noble dude
Man I feel like such a fool
I got so much left to prove
All my friends are vaping friends
They're so good at making friends
I'm so scared of caving in
Is that entertaining yet
Oh my God
That's so insane
Oh my God
That's such a shame
Next to them
my shit don't feel so grand
But I can't help myself
from feeling bad
I kind of feel
like two things can be said
1 2 3 4
The world's smallest violin
Really needs an audience
So if I do not find somebody soon
That's right that's right
I'll blow up in to smithereens
And spew my tiny symphony
Just let me play my violin
for you you you you
Somewhere in the universe
Somewhere someone's got it worse
Wish that made it easier
Wish I didn't feel the hurt
The world's smallest violin
Really needs an audience
So if I do not find somebody soon
I'll blow up into smithereens
And spew my tiny symphony
All up and down the city street
While trying
to put my mind at ease
Like finishing this melody
This feels like a necessity
So this could be the death of me
Or maybe just a better me
Now come in with the Tympany's
And take a shot of Hennessy
I know I'm not there mentally
But you could be the remedy
So let me play my violin for you"
Burn the House Down,AJR,Burn the House Down,2018.03.23,POP,"53,655","Used to keep it cool
Used to be a fool
All about the bounce in my step
Watch it on the news
Whatcha gonna do
I could hit refresh and forget
Used to keep it cool
Should I keep it light
Stay out of the fight
No one's gonna listen to me
If I write a song
Preaching what is wrong
Will they let me sing on TV
Should I keep it light
Is that right
Way up way up we go
Been up and down that road
Way up way up oh no
We gon' burn the whole house down
Watch me stand in the line
You're only serving lies
You've got something to hide
We gon' burn the whole house down
We gon' burn the whole house down
Yeah used to let it go
Walk into the show
Gawking at the tricks
up your sleeve
Too good to be true
Fool I'm in a room
Full of entertainers and thieves
Used to let it go
Woah oh no
Woah oh no
Way up way up we go
Been up and down that road
Way up way up oh no
We gon' burn the whole house down
Watch me stand in the line
You're only serving lies
You've got something to hide
We gon' burn the whole house down
We gon' burn the whole house down
We gon' burn the whole
house down
Should I hang my head low
Should I bite my tongue
Or should I march with every stranger
from Twitter to get shit done
Used to hang my head low
Now I hear it loud
Every stranger from Twitter is gonna
burn this down
Way up way up we go
Been up and down that road
Way up way up oh no
We gon' burn the whole house down
Watch me stand in the line whoa oh
You're only serving lies yeah
You've got something to hide
We gon' burn the whole house down
Woah oh yeah
We gon' burn the whole house down
We burn it down we burn it down
We gon' burn the whole house down"
Bang!,AJR,OK ORCHESTRA,2021.03.26,POP,"65,690","I get up I get down
and I'm jumpin' around
And the rumpus and
ruckus are comfortable now
Been a hell of a ride
but I'm thinking it's time to grow
Bang Bang Bang
So I got an apartment across
from the park
Put quinoa in my fridge
still I'm not feeling grown
Been a hell of a ride
but I'm thinking it's time to go
Bang Bang Bang Here we go
So put your best face on everybody
Pretend you know this song
everybody
Come hang
let's go out with a bang
Bang Bang Bang
I'm way too young to lie here forever
I'm way too old to try
so whatever
Come hang let's go out with a bang
Bang Bang Bang
Feel like I'm gonna puke
'cause my taxes are due
Do my password begin
with a one or a two
Been a hell of a ride
but I'm thinking it's time to grow
Bang Bang Bang Metronome
Man I'm up to something
Up to something
Ooh-de-la-di-do
thank you all for coming
All for coming
I hope you like the show
'cause it's on a budget
On a budget
So ooh-de-la-di-do yeah
come on here we go yeah
Come on here we go
So put your best face on everybody
Pretend you know this song
everybody
Come hang
let's go out with a bang
Bang Bang Bang
I'm way too young to lie here forever
I'm way too old to try
so whatever
Come hang
Come hang
let's go out with a bang
Bang Bang Bang
Bang bang-bang-bang-bang
Bang Bang Bang
Bang bang-bang-bang-bang bang
Been a hell of a ride
but I'm thinking it's time to go
So put your best face on
everybody
Pretend you know this song
Everybody come hang
let's go out with a bang
Bang Bang Bang Here we go
So put your best face on everybody
Pretend you know this song
everybody
Come hang
let's go out with a bang
Bang Bang Bang
Bang bang-bang-bang-bang
I'm way too young to lie here forever
I'm way too old to try
so whatever
Come hang
Come hang
let's go out with a bang
Bang Bang Bang
Here we go
Bang bang"
Yes I'm A Mess,AJR,Yes I'm A Mess,2023.09.29,POP,"1,187","I leave my house at three o'clock
With two hundred texts and two missed calls
Guess all of the friends that I pissed off
All talked
And I took a job for just July
But feels like I might be here for life

Yeah, I’m in it now, I'm in it now
Could I start again somehow?

Yes, I'm a mess with an S on my chest
Got stress fillin’ up my head
So I spent last night blowin' up my life
Now you won't see me again
Cheers to the front and cheers to the back
And cheers to the 2010s
I could hate my guts when the sun comes up
But I like myself like this
I like myself like this

Why should I fix the shit I've done
When I could just pack my shit and run?
Delete every number from my phone
So long
Yeah, I'll get new shirts 'cause mine all stink
And I'll tell my boss what I really think

Yeah, I'm in it now, I’m in it now
Could I start again somehow?

Yes, I’m a mess with an S on my chest
Got stress fillin' up my head
So I spent last night blowin’ up my life
Now you won't see me again
Cheers to the front and cheers to the back
And cheers to the 2010s
I could hate my guts when the sun comes up
But I like myself like this
I like myself like this

Yes, I'm a mess with an S on my chest
So I spent last night blowin' up my life
Now you won’t see me again
Yes, I'm a mess with an S on my chest
I could hate my guts when the sun comes up
But I guess that's what this is
I like myself like this

I could hate my guts when the sun comes up
But I like myself like this"
100 Bad Days,AJR,Neotheater,2019.04.26,POP,"10,259","Remember when we all got drunk
I ended up with two broke thumbs
Oh my God I felt so dumb lucky me
I wrote a song that no one knows
I played a show and no one showed
Oh my God I felt so alone lucky me
When all is going wrong
And you're scared as hell
Watcha gonna do
Who you gonna tell
Maybe
A 100 bad days made
A 100 good stories
A 100 good stories make me
Interesting at parties
A 100 bad days made
A 100 good stories
A 100 good stories make me
Interesting at parties yeah
No I ain't scared of you
No I ain't scared of you no more
La da-da-da-da-da-da-da-da-da
da da
La da-da-da-da-da-da-da-da-da
da da
No I ain't scared of you
No I ain't scared of you no more
Remember when she broke my heart
Waitin' for the waiter
to return my card
Right as I let down
my guard lucky me
We had to work a bit more hard
Only just to get a little bit less far
We could laugh about it
all tomorrow couldn't we
When all is going wrong
And you're scared as hell
Watcha gonna do
Who you gonna tell
Maybe
A 100 bad days made
A 100 good stories
A 100 good stories make me
Interesting at parties
A 100 bad days made
A 100 good stories
A 100 good stories make me
Interesting at parties yeah
No I ain't scared of you
No I ain't scared of you no more
La da-da-da-da-da-da-da-da-da
da da
La da-da-da-da-da-da-da-da-da
da da
No I ain't scared of you
No I ain't scared of you no more
Screw your thing it goes like this
No I ain't scared of you
No I ain't scared of you
A 100 bad days made
A 100 good stories
A 100 good stories make me
Interesting at parties yeah
No I ain't scared of you
No I ain't scared of you
A 100 bad days made
A 100 good stories
A 100 good stories make me
Interesting at parties yeah
No I ain't scared of you
No I ain't scared of you no more"
Touchy Feely Fool,AJR,The Maybe Man,2023.11.10,POP,389,"Well, I'm not too superstitious
But I knock on wood a lot
Prayin' I wake up tomorrow
And get the guts to tell you off
But I know I'll never get there
You could scream you wish me dead
But I'll crawl back to you tomorrow
Why the hell can't I get mad?
Someday, won't this be funny?
Well, I want it funny now
Man, I wanna laugh so loud
Someday, won't this be long ago?
I wanna feel that now
Sorry if I can't see how
I'm screwed
But hey, what can you do?
I'm a touchy feely fool
I would give anything to not give a shit about you
Life is pretty cruel
For a touchy feely fool
I would give anything to not give a shit, but I do
I would give anything to not give a shit
Well, I'm not too claustrophobic
But I lose my breath sometimes
Now I can't even talk to ya
Now your lawyers talk to minе
Could you teach me to be ruthlеss?
Could I be unfeeling too?
Maybe someday when I'm older
I'll be better off like you
I'm better off a stick
I'm better off a stone
I'm better off a jerk
I'm better off alone
I'm better not feeling stress or feeling bliss
I won't feel much
At least I won't be feelin' this
I'm screwed
But hey, what can you do?
I'm a touchy feely fool
I would give anything to not give a shit about you
Life is pretty cruel
For a touchy feely fool
I would give anything to not give a shit, but I do (I do, I do)
I would give anything to not give a shit
But someday, won't this be funny?
Well, I want it funny now
Man, I wanna laugh so loud
Someday, won't this be long ago?
I wanna feel that now
I'm sorry if I can't see how
Someday, someday, someday"
The Good Part,AJR,The Click,2017.06.30,POP,"10,793","Ah ah ah ah
Ah ah ah ah
1-2-3-4
Ah ah ah ah
1-2-3-4
Ah ah ah ah
1-2-3-4
Have I done my best here
Or will I be here next year
Or are these my best years yet
Was looking forward to
Being important but
I'm not important yet
If you put this scene
on a movie screen
Is it called a happy end
If the word gets me
where I'm supposed to be
Will I know I've made it then
It's so hard
Can we skip to the good part
Ah ah ah ah
1-2-3-4
Ah ah ah ah
1-2-3-4
If there's a good part then
I hope it's not far 'cause
I thought it'd be today
I napped on campus and
I smoked at dances but
It didn't feel so great
If you put this scene
on a movie screen
Is it called a happy end
If the word gets me
where I'm supposed to be
Will I know I've made it then
It's so hard
So can we skip to the good part
Ah ah ah ah
1-2-3-4
Ah ah ah ah
1-2-3-4
So can we skip to the good part
Ah ah ah ah
To the good part to the good part
1-2-3-4
Ah ah ah ah Woo woo
1-2-3-4
Ah ah ah ah
These things take time
Mom and dad they have a good life
But what am I gonna do with mine
These things take time
Mom and dad they have a good life
But what the hell am
I gonna do with mine"
Maybe Man,AJR,The Maybe Man,2023.11.10,POP,510,"Wish I was a stone, so I couldn't feel
You'd yell in my face, it'd be no big deal
But I'd miss the way we make up and smile
Don't want to be stone, I changed my mind


I wish I had eyes in the back of my head
Then I could see the places I've been
But then I would know that you're talkin' shit
I don't want to know what my friends think


Wish I were my dog out on the lawn
I'd be so glad when I hear you come home
But if I were my dog, I wouldn't live long
I'm sure gonna miss her when she's gone


I wish I could act in a show on TV
'Cause then I could practice not bein' me
I'll practice my cry, put it into my reel
But you won't believe me when I cry for real


I wish that my brain would triple in size
I'd nail every joke, I'd win every fight
But I'd get too deep with that kind of mind
I don't wanna know the point of life

In some other life I would be rich
I'd travel in style, I'd cover the bill
But couldn't complain 'bout anything small
Nobody'd feel bad for me at all


If I was cocaine or a bottle of Jack
I'd get invited to every frat
But when you get old and your good days have passed
You'll only want me when you're sad


Wish I was a song, your favorite one
You'd follow the dance to me at your prom
I would be there when your baby is born
For two or three minutes, then I'm gone


I wish I was big, as big as my house
I'd sleep on the trees, I'd skip every crowd
But I wouldn't fit on my therapist's couch
God, I could really use him now


I wish I was God, I'd never trip up
And if I did, well, so fuckin' what?
I could be cruel and break all your stuff
Yeah, I'd be loved no matter what

But if I was God, it'd get kinda weird
'Cause you would only say what I wanna hear
And then you would die, you'd love me to death
I'd never know who the hell I am


I wish I was me, whoever that is
I could just be and not give a shit
Hey, I'll be whatever makes you a fan
'Cause I don't know who the hell I am
(—am-am-am-am-am-am-am-am-am-am-am-am—)


One, two, pandemonium!
One, two, pandemonium!
Here I go again
One, two, pandemonium!
Here I go again
One, two, pandemonium!
One, two—
Here I go again"
Bummerland,AJR,Bummerland,2020.08.31,POP,"12,839","Bummerland here I am
Better nix my summer plans
Bummerland give a cheer
'Cause you're only
going up from here
This month I got seven haircuts
And now my hair is all gone
It's sad but I've been alone
for too long
So I keep getting haircuts
It's my all time low
And I just can't wait
'Cause the quicker I'm there
Is the quicker I'll say
Bummerland here I am
Better nix my summer plans
Bummerland give a cheer
'Cause you're only
going up from here
Bummerland here I am
Better nix my summer plans
Bummerland sorry dear
But you're only
going up from here
My friends always
pay for my drinks
I can't afford no nice things
But I hope my bank account
gets so low
Even zero
So next year
When I buy that first beer
I'll be a goddamn hero
It's my all time low
And I just can't wait
'Cause the quicker I'm there
Is the quicker I'll say
Bummerland here I am
Better nix my summer plans
Bummerland sorry dear
But you're only
going up from here
Daa da-da da
Daa da-da da
Daa da-da da
'Cause you're only
going up from here
Daa da-da da
It's my all time low
And I just can't wait
'Cause the quicker I'm there
Is the quicker I'll say
Bummerland here I am
Better nix my summer plans
Bummerland give a cheer
'Cause you're only
going up from here
Bummerland here I am
And there ain't no funner land
Bummerland it's kinda weird
But you're only
going up from here"
The Search,NF,The Search,2019.05.30,랩/힙합,"25,474","Hey Nate how's life
I don’t know it's alright
I've been dealin’ with some things
like every human being
And really didn't sleep
much last night
I'm sorry that's fine
I just think
I need a little me time
I just think
I need a little free time
Little break from the shows
and the bus rides yeah
Last year I had a breakdown
Thoughts tellin' me
I'm lost gettin' too loud
Had to see a therapist
then I found out
Somethin' funny’s goin’
on up in my house
Yeah I started thinkin'
maybe I should move out
You know pack my cart
take a new route
Clean up my yard get the noose out
Hang up my heart let it air out
I’ve been searchin'
What does that mean
Nate I've been learning
Grabbin' my keepsakes
leavin’ my burdens
Well I brought a few with me
I'm not perfect
Lookin' at the view
like this concerns me
Pickin' up the cues right
I'm quite nervous
Hate it when I lose sight
life gets blurry
And things might hurt me
It's prolly gonna be
a long journey but hey
It's worth it though
Cold world out there kids
grab your coats
It's been a minute I know
now I'm back to roam
Lookin' for the antidote
to crack the code
Pretty vivid I admit it
I'm in classic mode
Don't need pity given to me
but I can't condone
Talkin' down to me
I'ma have to crack
your nose for crackin' jokes
I'm lookin' for the map
to hope you seen it
Been makin' a whole lot of changes
Wrote a song about that
you should play it
I get scared when
I walk on these stages
I look at the crowd
and see so many faces yeah
That's when I start to get anxious
That's when my thoughts
can be dangerous
That's when I put on my makeup
and drown in self-hatred
Forget what I'm saying and
Where'd the beat go
Oh ain't that somethin'
Drums came in
you ain't see that comin'
Hands on my head
can't tell me nothin'
Got a taste of the fame
had to pump my stomach
Throw it back up
like I don't want it
Wipe my face clean off my vomit
OCD tryna push my buttons
I said don't touch it
now y'all done it
I can be critical never typical
Intricate with every syllable
I'm a criminal
Intimate but never political
pretty visual
Even if you hate it I'll make it
feel like you're in it though
You call me what you wanna
but never call me forgettable
Leave you deep in thought
I could never swim in the kiddie pool
Way that I been
thinkin' is cinematic
it's beautiful
Man I don't know
if I'm makin' movies or music videos
Videos videos
Yeah the sales can rise
Doesn't mean much though
when your health declines
See we've all got somethin'
that we trapped inside
That we try to suffocate you know
hopin' it dies
Try to hold it underwater
but it always survives
Then it comes up out of nowhere
like an evil surprise
Then it hovers over you
to tell you millions of lies
You don't relate to that
Must not be as crazy as I am
The point I'm makin'
is the mind is a powerful place
And what you feed it
can affect you in a powerful way
It's pretty cool right
Yeah but it's not always safe
Just hang with me
this'll only take a moment okay
Just think about it for a second
if you look at your face
Every day when you get up
and think you'll never be great
You'll never be great
not because you're not
but the hate
Will always find a way to cut you up
and murder your faith
Woo
I've been developin'
take a look at the benefits
Nothin' to meddle with
I can never be delicate
Am I even relevant
That depends how you measure it
Take a measurement
then bag it up and give me
the evidence
Pretty evident
dependable can never be tentative
I'm a gentleman
depending on
if I think you're genuine
Pretty elegant
but not afraid to
tell you to get a grip
Proper etiquette
I keep it to myself
when I celebrate ah
It's that time again
Better grab your balloons
and invite your friends
Seatbelts back on
yeah strap 'em in
Look at me everybody
I'm smilin' big
On a road right now
that I can't predict
Tell me Tone that down
but I can't resist
Y'all know that sound
better raise your fist
The search begins I'm back
so enjoy the trip huh"
HOPE,NF,HOPE,2023.02.16,랩/힙합,"3,532","Hope
I'm on my way, I'm comin'
Don't, don't lose faith in me
I know you've been waitin'
Know you've been prayin' for my soul
Hope, hope
Thirty years you been draggin' your feet,
tellin' me I'm the reason we're stagnant
Thirty years you've been claimin'
you're honest and promisin' progress,
but where's it at?
I don't want you to feel like a failure
I know this hurts
But I gave you your chance to deliver
Now it's my turn
Don't get me wrong, Nate,
you've had a great run
But it's time to give
the people somethin' different
So without further ado,
I'd like to introducе my
My album, my album, my album,
my album, my album,
my album, my album
HOPE
What's my definition of success?
Listening to what your hеart says
Standing up for what you know is
Right, while everybody else is
Tucking their tail
between their legs (Okay)
What's my definition
of success? (Success)
Creating something no one else can
Bein' brave enough to dream big
Grindin' when you're told to just quit
Givin' more when you got nothin' left
It's a person that'll take a chance on
Somethin' they were told
could never happen
It's a person
that can see the bright side
Through the dark times
when there ain't one
It's when someone
who ain't never had nothin'
Ain't afraid to walk away
from more profit
'Cause they'd rather do somethin'
that they really love
And take the pay cut
It's a person that would never waiver
Or change who they are
Just to try to and gain some credibility
So they could feel accepted
by a stranger
It's a person that can take
the failures in their life
And turn them into motivation
It's believing in yourself
when no one else does
It's amazing
What a little bit of faith can do
if you don't even believe in you
Why would you think or expect
anybody else that's around you to?
I done did things that I regret
I done said things I can't take back
Was a lost soul at a cross road
who had no hope, but I changed that
I spent years of my life
holdin' on to things I never
should've kept, full of hatred
Years of my life carryin'
a lot of baggage that I should've
walked away from
Years of my life wishin'
I was someone different,
lookin' for some validation
Years of my life tryna fill the void,
pretending I was in-
They get it
Growing pain's a necessary evil
Difficult to go through,
yes, but beneficial
Some would say having a mental
breakdown is a negative thing
Which on one hand I agree with
On the other hand,
it was the push I needed
To get help and start
the healing process, see
If I'd have never hit rock bottom
Would I be the person that I am today?
I don't believe so
I'm a prime example of
what happens when you
Choose to not accept defeat
and face your demons
Took me thirty years to
realize that if you
Wanna get the opportunity
to be the greatest version of yourself
Sometimes you got to be
someone you're not
To hear the voice of reason
Having kids will make you really
take a step back and look in the mirror
At least for me, that's what it did, I
Wake up every day and pick my son up
Hold him in my arms and let him know
he's loved (Loved)
Standing by the window,
questioning if dad is ever
going to show up (Up)
Isn't something he's goin' to
have to worry 'bout
Don't get it twisted, that wasn't a shot
Mama, I forgive you
I just don't want him to grow up
thinkin' that he'll never be enough
Thirty years of running,
thirty years of searching
Thirty years of hurting,
thirty years of pain
Thirty years of fearful,
thirty years of anger
Thirty years of empty,
thirty years of shame
Thirty years of broken,
thirty years of anguish
Thirty years of hopeless,
thirty years of (Hey)
Thirty years of never,
thirty years of maybe
Thirty years of later,
thirty years of fake
Thirty years of hollow,
thirty years of sorrow
Thirty years of darkness,
thirty years of (Nate)
Thirty years of baggage,
thirty years of sadness
Thirty years of stagnant,
thirty years of chains
Thirty years of anxious,
thirty years of suffering
Thirty years of torment,
thirty years of (Wait)
Thirty years of bitter,
thirty years of lonely
Thirty years of pushing everyone away
(You'll never evolve)
I know I can change
(We are not enough)
We are not the same
(You don't have the heart)
You don't have the strength
(You don't have the will)
You don't have the faith
(You'll never be loved,
you'll never be safe
Might as well give up)
Not running away
(You don't have the guts)
You're the one afraid
(I'm the one in charge)
I'm taking the- (No)
I'm taking the
Reins"
Time,NF,The Search,2019.07.26,랩/힙합,"31,598","Even if we both break down tonight
And you say you hate me
and we go to bed angry
I know everything will be alright
I'll be here waiting
I promise I’m changing
I just need
A little time to show you
I'm worth it
I know that I can
be a difficult person
I'm a stress case drive you up
the wall when I’m workin'
Actually I'm probably worse
when I'm not you don't deserve it
Make you nervous
'cause you know I'ma break soon
Every time I do
I say somethin' that hurts you
Actin’ like I’m gone
but we both in the same room
I don't like to be wrong
which I know you relate to
And I know I make you feel like
you’re at the end of your rope
That's when I look at you
and tell you I'd be better alone
Just the pride talkin'
isn’t it 'Cause both of us know
I'm the definition of wreck
if you look into my soul
Comes out the most
when I feel I'm
in a vulnerable place
Made a lot of mistakes
I wish I knew how to erase
When I'm afraid
might get distant
and I push you away
But no matter the case
I'ma do whatever it takes even if
Even if we both break down tonight
And you say you hate me
and we go to bed angry
I know everything will be alright
I'll be here waiting
I promise I'm changing
I just need
Time Oh
I I need time Oh oh
I just need time Oh
I I need time Oh
Time Oh time Oh
Yeah way before
I bought you the ring
We were fighting back
and forth like you were
wearin' the thing
Two passionate people not afraid
to say what they think
Lead to passionate conversation
when it's hard to agree
You know me well
sittin' on the edge of my seat
Lookin' at life
overanalyzin' everything
Always depressed
tryna find a better version of me
Searching for somethin'
I know's prolly right
in front of my feet
Stubborn as me Maybe not
but you're close to it
Got a lot of issues
I'm tryin' to work through 'em
Going to therapy for you's
somethin' that's worth doin'
When I know
you been there for me
through all of my worst moments
And I know it hurts knowing
that I carry this weight on my
chest
Making it difficult for me
to open up and connect
Lot of regrets
I apologize for all of the stress
That's not what I meant to do
you know I love you to death even if
Even if we both break down tonight
And you say you hate me
and we go to bed angry
I know everything will be alright
I'll be here waiting
I promise I'm changing
I just need
Time Oh
I I need time Oh oh
I just need time Oh
I I need time Oh
Time Oh time Oh
I just need time Oh
I I need time Oh oh
I just need time Oh
I I need time Oh
Time Oh time Oh"
When I Grow Up,NF,When I Grow Up,2019.06.27,랩/힙합,"8,264","Yeah when I grow up
you know what I wanna be
Take a seat
let me tell you my ridiculous dreams
I wanna rap yeah
I know it's hard to believe
And I can tell you're already
thinkin' I will never succeed
But I'm okay with it
I admit the lyrics are weak
I've been workin' on 'em
I'll be good eventually
I understand you gotta
crawl before you get to your feet
But I been running for a while
they ain't ready for me ahh
I know this prolly
isn't really realistic
And honestly
I might not ever make a difference
But that don't make a difference
I'ma have to risk it
I've been crunchin' numbers
you ain't gotta be a mathematician
To see the odds ain't rootin' for me
I can't lie though
it's kinda how I like it to be
The underdog yeah
you prolly think you know what I mean
But what I'm saying
is they ever push me
I'm gonna swing yeah
I could go to college
get in debt like everybody else
Graduate and prolly get a job
that doesn't pay the bills
That don't make a lot of sense to me
forget the Happy Meals
I don't like the dollar menu
I would rather make a meal
Huh Make a mil'
Nah I said make a meal
Home-cookin' get the grill
how you want it Pretty well
Everything I see is overdone to me
I'm not Adele
But I'ma get a record deal
and say hello to mass appeal
When I grow up
I just want to pay my bills
Rappin' about the way I feel
Oh yeah
I just want to make a couple mil'
Leave it to the fam in the will
Oh yeah
I just want to sign a record deal
Maybe buy a house up in the hills
Oh yeah
Might not be the best in my field
But I guarantee that I'ma die real
When I grow up
Yeah ayy
When I grow up
Yeah yeah ayy
I'ma make 'em notice me
rhymin' like it's poetry
Everything I oversee
I just like to overthink
Mockin' me you pay the fee
no return and no receipts
Those of you that don't believe
quiet you don't know a thing
Quiet when I'm tryna sing
quiet when I'm making beats
Quiet when I'm tryna think
sorry I don't mean to scream
I just feel like no one really
gets me and it's sad to see
'Cause someday I'ma grow up
and show all of you it's meant to be
Yeah
Anybody wanna hear me rap
No
Come on
let me play a couple tracks No
Come on I can spit it really fast No
You think I should throw
this in the trash No
Tricked ya haters
go away before I hit ya
I am not a beggar or a kiss-up
You don't understand
Well I forgive ya
I am not a quitter
you ain't really think that did ya
Maybe someday I could
even be up on the radio
Have a tour bus and maybe
even play a couple shows
Everybody in the crowd
singing every word I wrote
Tellin' me that I am not the only one
that feels alone
Huh You feel alone
Yeah I kinda feel alone
Wonder if that feelin'
ever goes away when you get old
Will I ever make it as an artist
I don't really know
Might not make a lot of dough
I'ma have to try it though
When I grow up
I just wanna pay my bills
Rappin' about the way I feel
Oh yeah
I just wanna make a couple mil'
Leave it to the fam in the will
Oh yeah
Yeah yeah yeah yeah
I just wanna sign a record deal
Maybe buy a house up in the hills
Okay oh yeah
Might not be the best in my field
Ayy ayy yeah
But I guarantee that I'ma die real
When I grow up
I just wanna pay my bills
Woo
Rappin' about the way I feel
Yeah the way I feel
Yeah I just wanna make a couple mil'
Leave it to the fam in the will
Oh yeah to the fam in the will
I just wanna sign a record deal
Woo
Maybe buy a house up in the hills
House up in the hills
Yeah I might not
be the best in my field
But I guarantee that I'ma die real
When I grow up
When I grow up"
